id,domain,surface,tab,entity,operation,sourceFile,sourceLine,currentBehaviour,requiredBehaviour,apiMethodPath,validation,authorization,states,sideEffect,persistence,evidence,status,blockedBy
OP-ACC-PLAN-READ,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app/account,,Subscription,read,src/screens/app/workspace.tsx,170,"Three read-only rows: 'Trial — 13 days left', credits used/total, apps installed/quota. Followed by 'Compare plans →' linking out to the public /#pricing anchor. No upgrade, no downgrade, no payment method, no invoices, no billing address, no cancel.","Real billing: current plan, next renewal, payment method, invoice history, upgrade/downgrade, cancel.",,,billing.read / billing.manage,,,unknown,,DISCOVERED,
OP-ACC-MEMBER-MANAGE,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app/account (missing),,Membership,list,src/screens/app/workspace.tsx,128,"No member list, no invite form, no role editor, no remove control — despite three links across the dashboard pointing here to invite, and despite GET/POST /api/v1/members and PATCH/DELETE /api/v1/members/[id] all being implemented server-side.",Build the members surface on the existing endpoints; the service already refuses to remove or demote a tenant's last owner.,,,member.read / member.invite / member.manage / member.remove,,,unknown,,DISCOVERED,
OP-ACC-THEME-SET,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app/account (Appearance),,User,update,src/screens/app/workspace.tsx,166,<ThemeSwitch/> writes the preference to localStorage. The copy correctly says 'Saved on this browser'.,Fine as-is.,,,authenticated (self),,,browser-only,,DISCOVERED,
OP-COPILOT-ASK-2,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",every /app route (Copilot dock),,CreditLedgerEntry,execute,src/components/CopilotDock.tsx,26,"setFlag('usedCopilot') fires FIRST (so the checklist ticks even when the spend fails), then spend(2). If funded, appends a canned paragraph claiming 'Anything I change is audit-logged under your name, and consequential actions pause for your approval first'. If not funded, appends 'Your AI Credits pool is empty for this cycle. Allocate more from Manage plan…' — a path that does not exist. Nothing is sent anywhere, no audit row is written, and the thread is lost on unmount.","A real assistant endpoint with a persisted conversation, a credit ledger entry per call, and an audit row per action taken.",,Non-empty after trim.,credit.spend,,debits 2 credits from the local counter,unknown,,DISCOVERED,
OP-COPILOT-OPEN,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",every /app route,,Notification,read,src/components/CopilotDock.tsx,94,"setOpen toggle, plus a window 'apragya:copilot' event listener so other surfaces can raise the dock.",Fine as-is.,,,authenticated,,,unknown,,DISCOVERED,
OP-WS-SPEND,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",(shared by Copilot and Prompt Lab),,CreditPool,update,src/lib/workspace.tsx,1020,"spend(n) compares against creditsLeft captured from the previous render, returns false if short, else increments creditsUsed. Not atomic: two rapid calls can both read the same stale balance and overspend. No ledger, no actor, no reason.","A server-side atomic debit against the pool row inside a transaction, writing a CreditLedgerEntry.",,,credit.spend,,,unknown,,DISCOVERED,
OP-WS-RECORD-RUN,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app/[slug] (GenericPortal 'Run' buttons) and other app surfaces,,Run,create,src/lib/workspace.tsx,1059,"Builds a Run from the shared sampleTrace (always 6 credits, 3260 ms, status 'success'), prepends it, truncates to 25, writes an 'agent.run' audit row — and adds the credits DIRECTLY to creditsUsed without going through spend(), so the pool cap is bypassed and creditsLeft can go negative.","Execute the agent, persist real steps, and debit through the same guarded path as every other spend.",,none,job.run + credit.spend,,"debits credits, bypassing the balance check",unknown,,DISCOVERED,
OP-WS-LOAD,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",every /app route (WorkspaceProvider mount),,Tenant,read,src/lib/workspace.tsx,912,"Reads localStorage 'apragya.workspace', JSON.parses it, runs migrate() (shallow spread over `empty`, plus legacy app-code remapping CR→CRM, CM→CTR, IA/AP/PR→P2P, SL→POS, IN→INV, PY→PAY), and rewrites storage when the version differs. Any parse failure silently discards the entire tenant's data and returns `empty`. The blob is not keyed by user or tenant, so two accounts on one browser share one workspace.","Server-owned tenant state keyed by tenant_id; migrations in SQL, once, not on every mount.",,,tenant.read,,,browser-only,,DISCOVERED,
OP-WS-PERSIST,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",every mutation in /app,,Tenant,update,src/lib/workspace.tsx,940,"Every single mutation JSON.stringifies the ENTIRE workspace (installs, credits, notifications, audit, plus every app's records) and rewrites one localStorage key, swallowing quota errors silently. There is no concurrency control, so two open tabs clobber each other; reload() exists only because of that.",Per-entity writes against the database with optimistic concurrency (the server already has a `versioned` DTO helper).,,,varies,,,browser-only,,DISCOVERED,
OP-WS-AUDIT-WRITE,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox","install, uninstall, disable/enable, approvals, companies, policies, runners, connections, portal, compliance, runs",,AuditEvent,create,src/lib/workspace.tsx,173,"auditEvent() builds a row with a client UUID, the literal actor 'owner', role 'Org_admin', status 'Success', an empty ip, and a random UUID resourceId when the caller omits one. Rows are prepended inline by each mutation; only logAudit() caps the list (at 500), so the inline writers grow it without bound. A fresh tenant is seeded with two identical 'trial.started' rows timestamped at module-evaluation time.","Write to the existing append-only audit_events table with a real actor id, request id, IP, outcome and a redacted before/after detail payload.",,none,system (never client-supplied),,should be the SIEM export source,unknown,,DISCOVERED,
OP-NAV-SIDEBAR-READ,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",every /app route (sidebar),,TenantAppInstallation,read,src/components/AppSidebar.tsx,169,"Filters marketApps by installed, sorts by name, and maps each to a route from a hardcoded appRoutes table (7 entries) falling back to /app/<code lowercased>. disabledApps is ignored, so a disabled app is indistinguishable from an enabled one. Renders 'Trial · 13d' and the literal role 'Org Admin'.","Navigation derived from installations with their status, and route paths stored on the catalog row.",,,app.read,,,unknown,,DISCOVERED,
OP-NAV-GENERIC-PORTAL,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app/[slug] (any installed app without a bespoke surface),,CatalogApp,read,src/screens/app/GenericPortal.tsx,18,"Matches the slug to an app code case-insensitively; if not installed, shows 'App not installed'. Otherwise renders four hardcoded stat tiles (Records 0, Bound agents N, Runs this month 0, Pending reviews 0), the bundled agents, and an empty-state. Each agent has a 'Run' button calling recordRun, which spends credits and writes a fabricated trace.",Real record counts and real agent execution.,,,app.read + job.run,,,unknown,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR--,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/,,,render,src/screens/Landing.tsx,,PARTIAL,"All states present: content from a data source, real pricing/currency, error, empty",,,,"default interactive (pricing toggle, FAQ accordion, capability tabs, pipeline tabs) reduced-motion respected in ProductPreview MISSING:content from a data source MISSING:real pricing/currency MISSING:error MISSING:empty",,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-MARKETPLACE-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/marketplace,,,render,src/screens/PublicMarketplace.tsx,,PARTIAL,"All states present: loading, error, pagination, real install path (the Install button is a link to /register)",,,,list filter search empty search result MISSING:loading MISSING:error MISSING:pagination MISSING:real install path (the Install button is a link to /register),,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-VIBE-STUDIO-AGENT-STUDIO-BUSINESS-SUITE-EN-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox","/vibe-studio, /agent-studio, /business-suite, /enterprise-apps, /prompt-lab, /trust, /integrations",,,render,src/lib/pages/product.ts + src/screens/ProductPage.tsx,,SHELL_ONLY,"All states present: CMS-backed content, draft/publish, locale, link validation",,,,static render from a compiled constant 404 on unknown slug MISSING:CMS-backed content MISSING:draft/publish MISSING:locale MISSING:link validation,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-VIBE-STUDIO-WEB-APP-BUILDER-MOBILE-APP-BUI-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox","/vibe-studio/{web-app-builder, mobile-app-builder, web-rpa, business-solution-agents, chat-with-docs, document-builder, spreadsheet-builder, presentation-builder, website-builder}",,,render,src/lib/pages/vibeSkills.ts,,SHELL_ONLY,"All states present: 3 of the 12 appData skills have no page, so the footer and the catalog disagree",,,,"static render (9 pages generated from one table) MISSING:3 of the 12 appData skills have no page, so the footer and the catalog disagree",,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-ABOUT-PARTNERS-DOCS-BLOG-HELP-CENTER-SOLUT-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox","/about, /partners, /docs, /blog, /help-center, /solutions, /compare, /free, /legal/privacy, /legal/terms, /legal/cookies",,,render,src/lib/pages/info.ts + src/lib/pages/moreContent.ts,,SHELL_ONLY,"All states present: real legal documents (all three legal pages say they are summaries and point at apragya.ai for the operative text), versioning of accepted terms",,,,"static render 'notice' placeholder blocks on /solutions, /compare, /blog MISSING:real legal documents (all three legal pages say they are summaries and point at apragya.ai for the operative text) MISSING:versioning of accepted terms",,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-CONTACT-SALES-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/contact-sales,,,render,src/lib/pages/info.ts,,SHELL_ONLY,"All states present: the form itself, validation, submit, confirmation, persistence",,,,static render honest notice that nothing is submitted MISSING:the form itself MISSING:validation MISSING:submit MISSING:confirmation MISSING:persistence,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-CONTACT-SUPPORT-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/contact-support,,,render,src/lib/pages/info.ts,,SHELL_ONLY,"All states present: form, ticket creation, SLA routing",,,,static render honest notice that submission is stubbed MISSING:form MISSING:ticket creation MISSING:SLA routing,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-LOGIN-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/login,,,render,src/screens/Login.tsx,,FAKE,"All states present: actual password verification, real SSO, lockout feedback, unverified-email state, MFA challenge, the /forgot-password route it links to",,,,field validation submitting/loading spinner form-level error branch (unreachable) MISSING:actual password verification MISSING:real SSO MISSING:lockout feedback MISSING:unverified-email state MISSING:MFA challenge MISSING:the /forgot-password route it links to,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-REGISTER-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/register,,,render,src/screens/Register.tsx,,FAKE,"All states present: password is never stored or sent, no tenant/company/membership created, terms acceptance not persisted, duplicate-email conflict, email verification",,,,6-field validation live password-strength meter honeypot intent echo submitting state error branch MISSING:password is never stored or sent MISSING:no tenant/company/membership created MISSING:terms acceptance not persisted MISSING:duplicate-email conflict MISSING:email verification,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-ONBOARDING-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/onboarding,,,render,src/screens/Onboarding.tsx,,REAL_LOCAL,"All states present: resumable draft (a refresh loses everything), gating and quota enforcement, atomic completion, the industry pipeline preload it promises, loading/error",,,,3 steps per-step validation for steps 0 and 1 progress bar intent echo writes localStorage and installs the chosen apps MISSING:resumable draft (a refresh loses everything) MISSING:gating and quota enforcement MISSING:atomic completion MISSING:the industry pipeline preload it promises MISSING:loading/error,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-FORGOT-PASSWORD-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/forgot-password,,,render,src/screens/Login.tsx:99 — link target has no route or page slug,,FAKE,All states present: the entire screen — the link resolves to the 404 page even though the server endpoint exists,,,,MISSING:the entire screen — the link resolves to the 404 page even though the server endpoint exists,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-APP-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app,,,render,src/screens/app/Overview.tsx + src/screens/app/dashboardPanels.tsx,,PARTIAL,"All states present: real trial countdown, real credit period, quota enforcement, per-app metrics (hardcoded zeros), the Today/MTD/QTD/YTD control is inert, the two date inputs are inert, queue tile is hardcoded, seats tile is hardcoded 1/1",,,,greeting 2FA banner trial card checklist with derived + flag tasks runs range filter empty states for runs and activity MISSING:real trial countdown MISSING:real credit period MISSING:quota enforcement MISSING:per-app metrics (hardcoded zeros) MISSING:the Today/MTD/QTD/YTD control is inert MISSING:the two date inputs are inert MISSING:queue tile is hardcoded MISSING:seats tile is hardcoded 1/1,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-APP-MARKETPLACE-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app/marketplace,,,render,src/screens/app/Marketplace.tsx,,REAL_LOCAL,"All states present: quota enforcement, plan-aware gating, uninstall confirmation, record cleanup on uninstall, disable actually disabling anything, loading/error, the Agents tab is permanently empty",,,,5 tabs search 3 sorts grid/list install with a busy state uninstall disable/enable about dialog empty search empty catalog MISSING:quota enforcement MISSING:plan-aware gating MISSING:uninstall confirmation MISSING:record cleanup on uninstall MISSING:disable actually disabling anything MISSING:loading/error MISSING:the Agents tab is permanently empty,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-APP-INBOX-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app/inbox,,,render,src/screens/app/workspace.tsx (Inbox),,REAL_LOCAL,"All states present: per-user scoping, categories/filters, pagination, deep links from a notification, mark-unread, 'Total today' is not date-scoped, the 'Full notifications →' affordance is a dead span",,,,3 stat tiles pending approvals list notification list unread highlight mark one read mark all read two empty states MISSING:per-user scoping MISSING:categories/filters MISSING:pagination MISSING:deep links from a notification MISSING:mark-unread MISSING:'Total today' is not date-scoped MISSING:the 'Full notifications →' affordance is a dead span,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-APP-ACCOUNT-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app/account,,,render,src/screens/app/workspace.tsx (Account),,PARTIAL,"All states present: edit profile, change password, manage 2FA, members/invites (three dashboard links point here for it), credit allocation (a dashboard link points here for it), upgrade/downgrade (the marketplace 'Upgrade' CTA points here), payment method, invoices, active sessions, delete account",,,,read-only profile theme switch read-only plan summary sign out MISSING:edit profile MISSING:change password MISSING:manage 2FA MISSING:members/invites (three dashboard links point here for it) MISSING:credit allocation (a dashboard link points here for it) MISSING:upgrade/downgrade (the marketplace 'Upgrade' CTA points here) MISSING:payment method MISSING:invoices MISSING:active sessions MISSING:delete account,,,,DISCOVERED,
SURF-MARKETING-SITE-AUTH-SCREENS-ONBOARDING-MAR-APP-SLUG-,"Marketing site, auth screens, onboarding, marketplace (public + in-app), account/plan, workspace overview, inbox",/app/[slug],,,render,src/screens/app/GenericPortal.tsx,,PARTIAL,"All states present: real record counts (all four tiles are hardcoded), real agent execution, disabled-app state",,,,not-installed state app header bundled agent list per-agent Run button empty-records state MISSING:real record counts (all four tiles are hardcoded) MISSING:real agent execution MISSING:disabled-app state,,,,DISCOVERED,
OP-PP-APP-ENTITLEMENT-CHECK,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot (all sections),,Tenant,read,src/screens/app/pitch/PitchPilot.tsx,40,"Client-side gate: `if (!app || !installed.includes('PP'))` renders a 'Pitch Pilot is not installed' panel. `installed` comes from localStorage, so editing the blob grants access. No server check exists because there is no server.",Server-side entitlement check on every Pitch route handler and API call; the UI gate becomes a convenience only.,GET /api/v1/pitch/entitlement,"Tenant context bound from session, never from a query param",Authenticated member of the tenant with the PP app entitlement,,none,browser-only,,DISCOVERED,
OP-PP-NAV-SECTION,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot/[[...section]],,None,read,src/screens/app/pitch/PitchPilot.tsx,37,"Navigates. Section is the first path segment; unknown segments silently fall back to PitchDashboard (`panes[section] ?? PitchDashboard`, line 38) rather than 404ing.",Unknown sections return a real 404 instead of impersonating the dashboard.,n/a (routing),"Section must be one of '', inbox, new, kb, templates, schema, brand, analytics",Same as entitlement check,,none,unknown,,DISCOVERED,
OP-PP-NAV-INBOX-BADGE,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot (left rail),,Rfp,read,src/screens/app/pitch/PitchPilot.tsx,106,"Renders `rfps.length` as a badge on the RFP Inbox nav item whenever > 0. Counts EVERY RFP including Won and Lost, so a badge that reads like 'new/unhandled' never decreases.","Badge should be a server-computed count of the actionable subset (e.g. stage='Your turn' for the current user), not the total.",GET /api/v1/pitch/rfps/counts,n/a,Tenant member,,none,unknown,,DISCOVERED,
OP-PP-NAV-BACK-TO-APPS,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot (left rail),,None,read,src/screens/app/pitch/PitchPilot.tsx,72,Navigates to /app.,Unchanged.,n/a,n/a,Authenticated,,none,unknown,,DISCOVERED,
OP-PP-MARKETPLACE-LINK,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot (not-installed state),,None,read,src/screens/app/pitch/PitchPilot.tsx,47,Navigates to /app/marketplace.,Unchanged; the install itself is a marketplace-domain operation.,n/a,n/a,Authenticated,,none,unknown,,DISCOVERED,
OP-PP-SAMPLE-BANNER-READ,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),"/app/pitch-pilot (all sections, banner)",,PitchSampleDataState,read,src/screens/app/pitch/PitchPilot.tsx,57,Reads pitchSampleLoaded from localStorage and shows a tenant-wide banner. Not dismissible.,Server-read flag; banner should be dismissible per user.,GET /api/v1/pitch/settings,n/a,Tenant member,,none,browser-only,,DISCOVERED,
OP-PP-DASH-TILES,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot,,Rfp,list,src/screens/app/pitch/panes.tsx,41,"Reads the entire rfps array from localStorage and computes four tiles client-side: In flight (inFlightStages membership), Your turn, Out for client, and Pipeline value = sum of `estimate` over in-flight rows. No pagination, no server aggregate, no currency.","Server-side aggregate scoped to tenant (and to company once that exists), returning counts plus a money total with an explicit currency.",GET /api/v1/pitch/dashboard/summary,Stage vocabulary validated against the catalog,Tenant member; per-user scoping for 'Your turn' once owners exist,,none,browser-only,,DISCOVERED,
OP-PP-DASH-PIPELINE-VALUE,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot,,Rfp,read,src/screens/app/pitch/panes.tsx,35,"`inFlight.reduce((t, i) => t + i.estimate, 0)` then rendered as `$ ${toLocaleString('en-US')}`. Floating-point addition of untyped numbers, USD assumed by the formatter, and always 0 for user-created RFPs because extract() hardcodes estimate: 0.","numeric(18,4) SUM grouped by currency; mixed-currency pipelines must not be silently added together.",GET /api/v1/pitch/dashboard/summary,Reject aggregation across currencies without an explicit FX snapshot,Tenant member,,none,unknown,,DISCOVERED,
OP-PP-DASH-QUEUE-LIST,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot ('My queue'),,Rfp,list,src/screens/app/pitch/panes.tsx,91,Filters rfps for stage === 'Your turn' and renders prospect + summary + estimate as plain spans. Rows are NOT clickable — there is no RFP detail route anywhere in the app. Titled 'My queue' but scoped to the whole tenant.,"Owner-scoped, paginated, each row links to an RFP detail/review surface.",GET /api/v1/pitch/rfps?stage=your_turn&owner=me,n/a,Tenant member; owner filter from session,,none,unknown,,DISCOVERED,
OP-PP-DASH-WINRATE,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot,,Rfp,read,src/screens/app/pitch/panes.tsx,118,"`Math.round(won.length / decided.length * 100)` over all time, with '—' when nothing is decided. No date window, no vertical breakdown, no denominator definition.",Server aggregate with an explicit period window and a documented denominator; requires decidedAt on Rfp.,GET /api/v1/pitch/analytics/win-rate,Period bounds validated; division-by-zero returns null not NaN,Tenant member,,none,unknown,,DISCOVERED,
OP-PP-DASH-TIME-SAVED,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot,,ProposalDeck,read,src/screens/app/pitch/panes.tsx,130,Renders the literal string '0 hrs'. Nothing is measured; the subtitle 'Telemetry starts after your first sent deck' describes telemetry that does not exist and a send event that cannot occur.,"Either compute from real deck-production timings against a defined manual baseline, or remove the tile. Do not invent a baseline.",GET /api/v1/pitch/analytics/time-saved,n/a,Tenant member,,none,unknown,,DISCOVERED,
OP-PP-DASH-AI-SPEND,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot,,PitchSettings,read,src/screens/app/pitch/panes.tsx,137,"Renders `$ {creditsUsed}` (the PLATFORM-WIDE shared credit counter from workspace.tsx:81) against `$ {monthlyAiBudget}` (a module constant = 1000, pitchData.ts:93). Pitch Pilot never calls spend(), so this number never moves because of anything done in this app, and credits are displayed with a dollar sign.","Per-app, per-period usage from an immutable credit ledger, with the unit (credits vs currency) stated correctly and the budget read from tenant settings.",GET /api/v1/pitch/usage?period=current_month,Unit and currency explicit in the response,Tenant member; budget edit requires admin,,none,unknown,,DISCOVERED,
OP-PP-DASH-NEW-RFP-LINK,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot,,Rfp,read,src/screens/app/pitch/panes.tsx,59,Navigates to /app/pitch-pilot/new.,Unchanged.,n/a,n/a,Tenant member with create permission,,none,unknown,,DISCOVERED,
OP-PP-DASH-VIEWALL-LINK,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot,,Rfp,read,src/screens/app/pitch/panes.tsx,84,"Navigates to /app/pitch-pilot/inbox. Does NOT carry the 'Your turn' filter across, so 'View all' from the queue lands on an unfiltered list.",Preserve the queue's filter in the query string.,n/a,n/a,Tenant member,,none,unknown,,DISCOVERED,
OP-PP-DASH-EMPTY-UPLOAD-LINK,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot (empty queue state),,Rfp,read,src/screens/app/pitch/panes.tsx,105,"Navigates to /app/pitch-pilot/new. Shown whenever 'Your turn' is empty, even if the tenant has many RFPs in other stages — copy reads 'No active RFPs yet.' which is then false.",Distinguish 'no RFPs at all' from 'nothing assigned to you right now'.,n/a,n/a,Tenant member,,none,unknown,,DISCOVERED,
OP-PP-DASH-COSTCENTER-LINK,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot,,None,read,src/screens/app/pitch/panes.tsx,141,Navigates to /app/account.,Deep-link to the cost centre filtered to the Pitch Pilot app and current period.,n/a,n/a,Tenant member; billing detail may require admin,,none,unknown,,DISCOVERED,
OP-PP-DASH-DEADLINE-SUMMARY,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot (header),,Rfp,read,src/screens/app/pitch/panes.tsx,56,Renders the hardcoded literal 'No deadlines this week' next to a live `{rfps.length} active RFPs` count. Rfp.deadline is always '' and is never queried.,"Real query over deadline within the current week, in the tenant's timezone; 'active' must exclude Won/Lost.",GET /api/v1/pitch/rfps?deadline_within=7d,Timezone-aware week boundary,Tenant member,,none,unknown,,DISCOVERED,
OP-PP-INBOX-LIST,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot/inbox,,Rfp,list,src/screens/app/pitch/panes.tsx,237,"Renders the entire localStorage array after in-memory filtering. No pagination, no sort control, no default ordering other than insertion order (newest first because addRfp prepends, workspace.tsx:1821). Rows expose prospect, summary, stage chip, vertical, estimate — and nothing is clickable.","Server list with cursor pagination, explicit sort, and rows that open an RFP detail surface.",GET /api/v1/pitch/rfps,limit/cursor/sort whitelisted,Tenant member; rows filtered by tenant on the server,,none,browser-only,,DISCOVERED,
OP-PP-INBOX-SEARCH,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot/inbox,,Rfp,list,src/screens/app/pitch/panes.tsx,162,"setState only, then a client-side `${prospect} ${summary}`.toLowerCase().includes(query.toLowerCase()) over the full in-memory array. Not debounced, not persisted in the URL, does not search schema/vertical/extracted values.","Server-side search with a trigram or full-text index, query mirrored into the URL so the view is shareable and restorable.",GET /api/v1/pitch/rfps?q=,Length cap on q; no raw LIKE interpolation,Tenant member,,none,browser-only,,DISCOVERED,
OP-PP-INBOX-FILTER-STAGE,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot/inbox,,Rfp,list,src/screens/app/pitch/panes.tsx,210,"setState only; client-side equality filter. Options are the literal 'All stages' plus the 6 rfpStages labels, compared as display strings (line 159).",Server filter on a stage code column; option list from the stage catalog.,GET /api/v1/pitch/rfps?stage=,"stage must be a known code; unknown value is a 400, not an empty list",Tenant member,,none,browser-only,,DISCOVERED,
OP-PP-INBOX-FILTER-VERTICAL,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot/inbox,,Rfp,list,src/screens/app/pitch/panes.tsx,221,"setState only; client-side equality filter on the vertical display label (line 160). Because every user-created RFP is hardcoded to 'Government / Municipal', this filter is meaningless outside sample data.",Server filter on a vertical code; the create flow must let the user set the vertical in the first place.,GET /api/v1/pitch/rfps?vertical=,vertical must be a known code,Tenant member,,none,browser-only,,DISCOVERED,
OP-PP-INBOX-EXPORT-CSV,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot/inbox,,Rfp,export,src/screens/app/pitch/panes.tsx,165,"Triggers a client-side Blob download named 'rfp-inbox.csv'. Hand-rolls the CSV with naive template quoting — `""${r.prospect}"",""${r.summary}"",${r.stage},...` — so it does NOT use the repo's own csvCell()/downloadCsv() helpers (src/lib/csv.ts). Consequences: an embedded double-quote or newline corrupts the file, stage/vertical are emitted unquoted despite containing spaces and a slash, there is NO formula-injection guard (a prospect named '=cmd|...' exports as a live formula), and the money column is a bare number with no currency. Exports exactly what the client happens to hold.","Server-generated export over the permission-scoped, filtered query snapshot, using csvCell() formula escaping, an explicit currency column, and an expiring signed download URL.",POST /api/v1/pitch/rfps/export,Filter payload validated; row cap or async job above a threshold,Tenant member with export permission; rows re-filtered server-side,,File download,unknown,,DISCOVERED,
OP-PP-INBOX-NEW-RFP-LINK,Pitch Pilot (RFP intake → extraction → knowledge base → templates → brand kit → deck),/app/pitch-pilot/inbox,,Rfp,read,src/screens/app/pitch/panes.tsx,193,Navigates to /app/pitch-pilot/new.,Unchanged.,n/a,n/a,Tenant member with create permission,,none,unknown,,DISCOVERED,
